"","long","lat","tipo","tipo2","tipo3"
"593",-79.5416216847752,-0.071330017339878,"maracuya","PASTO CULTIVADO","maracuya"
"594",-79.5270715700456,-0.072172675064323,"maracuya","No Aplica","maracuya"
"595",-79.4234977675457,-0.101481544758798,"maracuya","No Aplica","maracuya"
"596",-79.4505779962284,-0.0859527877450096,"maracuya","No Aplica","maracuya"
"597",-79.3474976312989,-0.304437883617099,"maracuya","No Aplica","maracuya"
"598",-79.2520748979664,-0.245651617542486,"maracuya","No Aplica","maracuya"
"599",-79.4050541047908,-0.448346586389604,"maracuya","VEGETACION ARBUSTIVA HUMEDA","maracuya"
"600",-79.5434622086372,-0.0666115981057374,"maracuya","CACAO","maracuya"
"601",-79.1373366858905,-0.73877444191481,"naranja","No Aplica","naranja"
"602",-79.3476789939584,-1.25346879900524,"naranja","No Aplica","naranja"
"603",-79.3249484504237,-1.20059648078258,"naranja","No Aplica","naranja"
"604",-79.2441935510308,-1.0525160955365,"naranja","CAFE","naranja"
"605",-79.3873730221998,-1.21812621585822,"naranja","No Aplica","naranja"
"606",-79.1742392364466,-0.872301907220684,"naranja","No Aplica","naranja"
"607",-79.2623013368614,-1.70840681548245,"naranja","No Aplica","naranja"
"608",-76.9146252001214,-0.957928059277594,"naranja","No Aplica","naranja"
"609",-79.2432858038337,-1.1188798216303,"naranja","No Aplica","naranja"
"610",-76.8425739613988,-0.207236300966784,"naranja","No Aplica","naranja"
"611",-79.2801797675086,-1.50101034893648,"naranja","No Aplica","naranja"
"612",-79.5784484283753,-3.66243366395219,"naranja","CAFE","naranja"
"613",-79.6737637151794,-3.60970582617391,"naranja","MANDARINA","naranja"
"614",-76.9333553012738,-0.30438638119701,"naranja","No Aplica","naranja"
"615",-79.3165482379116,-1.5140180926251,"naranja","No Aplica","naranja"
"616",-79.2397015752377,-1.12053622819118,"naranja","No Aplica","naranja"
"617",-76.8457781578415,-0.362976231938081,"naranja","No Aplica","naranja"
"618",-77.0714670599084,-0.294430561175918,"naranja","No Aplica","naranja"
"619",-79.1767644977018,-1.15815050859758,"naranja","CACAO","naranja"
"620",-79.3809887381045,-1.24034282001988,"naranja","No Aplica","naranja"
"621",-79.370405471406,-1.17447681479551,"naranja","No Aplica","naranja"
"622",-79.2279698181591,-1.12971371091347,"naranja","No Aplica","naranja"
"623",-79.3368704428316,-1.16731347033275,"naranja","CACAO","naranja"
"624",-79.1894420915017,-1.15855238850569,"naranja","CACAO","naranja"
"625",-79.4646320513431,-0.531326844669394,"naranja","CACAO","naranja"
"626",-79.1782944507667,-1.15491748928239,"naranja","No Aplica","naranja"
"627",-79.2506127227782,-1.15610596696368,"naranja","CACAO","naranja"
"628",-79.3514527393774,-1.16883164428515,"naranja","No Aplica","naranja"
"629",-79.3748235908598,-1.16840090018307,"naranja","No Aplica","naranja"
"630",-79.1825366536172,-1.13304229237936,"naranja","CACAO","naranja"
"631",-79.2414828440015,-1.11667157109454,"naranja","No Aplica","naranja"
"632",-79.6813469972383,-3.60765490504876,"naranja","MANDARINA","naranja"
"633",-79.2916172881889,-0.692594675554909,"naranja","No Aplica","naranja"
"634",-79.6184343316475,-3.65340204384482,"naranja","No Aplica","naranja"
"635",-76.867173948294,0.0545761212675241,"naranja","No Aplica","naranja"
"636",-79.1522151548172,-1.57541246360998,"naranja","No Aplica","naranja"
"637",-79.2437261983824,-1.64073563103771,"naranja","No Aplica","naranja"
"638",-79.1432426879316,-0.20760839701678,"naranja","No Aplica","naranja"
"639",-77.4281613103566,-0.942022724892484,"naranja","No Aplica","naranja"
"640",-79.2285292307861,-1.12383746284298,"naranja","PLATANO","naranja"
"641",-79.1933826108047,-1.15042011073606,"naranja","CACAO","naranja"
"642",-79.2081403722675,-1.01105740277458,"naranja","CACAO","naranja"
"643",-79.2106963414827,-0.21730751831818,"naranja","No Aplica","naranja"
"644",-79.2865484513813,-1.17346400596935,"naranja","CACAO","naranja"
"645",-79.3641878182425,-1.16724957791396,"naranja","No Aplica","naranja"
"646",-79.2949859972119,-1.21844493664446,"naranja","No Aplica","naranja"
"647",-79.3602190937574,-1.17709279065918,"naranja","No Aplica","naranja"
"648",-79.2692512422615,-1.23491503414961,"naranja","CACAO","naranja"
"649",-79.3131791894694,-1.51421959475509,"naranja","No Aplica","naranja"
"650",-79.2800928503536,-1.236471479555,"naranja","No Aplica","naranja"
"651",-78.9832702417864,-1.69948526710882,"maiz suave","No Aplica","maiz suave"
"652",-78.4988111331295,-1.09815906683211,"maiz suave","PASTO CULTIVADO","maiz suave"
"653",-79.1139485043715,-3.00719647536516,"maiz suave","PAPA","maiz suave"
"654",-78.6090147800299,-1.84889658948946,"maiz suave","No Aplica","maiz suave"
"655",-78.8321072116193,-2.8625391984866,"maiz suave","PASTO CULTIVADO","maiz suave"
"656",-78.6977133883139,-1.68905461635267,"maiz suave","PASTO CULTIVADO","maiz suave"
"657",-78.5827054903044,-1.34442997015865,"maiz suave","PASTO CULTIVADO","maiz suave"
"658",-78.5557098915743,-0.932727449226265,"maiz suave","PASTO DE CORTE (FORRAJE)","maiz suave"
"659",-78.6933324290061,-1.70217363676511,"maiz suave","No Aplica","maiz suave"
"660",-77.8667422859729,0.378877414385678,"maiz suave","No Aplica","maiz suave"
"661",-78.6687705341993,-2.72285254192335,"maiz suave","PASTO DE CORTE (FORRAJE)","maiz suave"
"662",-78.6001946150046,-2.64030485438972,"maiz suave","PASTO CULTIVADO","maiz suave"
"663",-78.9049928307414,-2.96522354524603,"maiz suave","PASTO CULTIVADO","maiz suave"
"664",-78.9084333522569,-2.22412353534937,"maiz suave","PAPA","maiz suave"
"665",-78.8505983171277,-2.8042531330296,"maiz suave","PASTO CULTIVADO","maiz suave"
"666",-79.1572634698113,-2.01800469608518,"maiz suave","No Aplica","maiz suave"
"667",-78.6302860319972,-2.67477382554214,"maiz suave","PASTO CULTIVADO","maiz suave"
"668",-78.737012927837,-2.82993654845872,"maiz suave","No Aplica","maiz suave"
"669",-78.6791310720325,-2.72251553811253,"maiz suave","PAPA","maiz suave"
"670",-79.3556964900011,-3.28295666899105,"maiz suave","PASTO CULTIVADO","maiz suave"
"671",-79.0852243126245,-3.33354409010248,"maiz suave","No Aplica","maiz suave"
"672",-77.9693730687474,0.366093620892038,"maiz suave","ARVEJA","maiz suave"
"673",-78.7947111973575,-2.84941000892992,"maiz suave","PASTO CULTIVADO","maiz suave"
"674",-79.0520356557168,-2.36945792841605,"maiz suave","No Aplica","maiz suave"
"675",-78.7000250024354,-2.78134986952193,"maiz suave","PASTO CULTIVADO","maiz suave"
"676",-78.7626154510541,-2.92933716742403,"maiz suave","No Aplica","maiz suave"
"677",-78.9142542141985,-2.98575163077659,"maiz suave","PASTO CULTIVADO","maiz suave"
"678",-78.5748183515369,-1.30127981777443,"maiz suave","PASTO DE CORTE (FORRAJE)","maiz suave"
"679",-78.9508956052452,-2.0151965662899,"maiz suave","FREJOL","maiz suave"
"680",-78.9201267960559,-1.95034885274724,"maiz suave","No Aplica","maiz suave"
"681",-78.4749120075315,-1.32072029955411,"maiz suave","ARVEJA","maiz suave"
"682",-78.567800798861,-1.06706077299721,"maiz suave","CEBADA","maiz suave"
"683",-78.4882321854563,-1.29970395267084,"maiz suave","PASTO CULTIVADO","maiz suave"
"684",-78.9855414353029,-2.86920735375753,"maiz suave","FREJOL","maiz suave"
"685",-78.8211885617847,-2.85626463663288,"maiz suave","PASTO CULTIVADO","maiz suave"
"686",-79.2475317374122,-3.14219947704215,"maiz suave","PASTO CULTIVADO","maiz suave"
"687",-78.8576119873959,-2.79050427063886,"maiz suave","PASTO CULTIVADO","maiz suave"
"688",-78.7963068657039,-2.22832859948036,"maiz suave","No Aplica","maiz suave"
"689",-78.6324752508076,-1.07344560158085,"maiz suave","PASTO CULTIVADO","maiz suave"
"690",-78.6833056173779,-1.70823495223188,"maiz suave","PASTO CULTIVADO","maiz suave"
"691",-78.4042955028571,-1.30202071934361,"maiz suave","MORA","maiz suave"
"692",-78.9361730079898,-2.0898736155966,"maiz suave","No Aplica","maiz suave"
"693",-78.9391610559093,-2.79485380532402,"maiz suave","FREJOL","maiz suave"
"694",-78.6289045800136,-0.744950212344081,"maiz suave","PASTO CULTIVADO","maiz suave"
"695",-78.604780221811,-1.83890352090331,"maiz suave","VEGETACION HERBACEA HUMEDA","maiz suave"
"696",-79.0748259118192,-2.07213163864571,"maiz suave","No Aplica","maiz suave"
"697",-79.4141861972122,-3.24204370746749,"maiz suave","PASTO CULTIVADO","maiz suave"
"698",-77.9828919779672,0.327721040333226,"maiz suave","No Aplica","maiz suave"
"699",-79.0852335228122,-2.99571209673325,"maiz suave","PASTO CULTIVADO","maiz suave"
"700",-78.6004579439215,-1.85706380781198,"maiz suave","PASTO CULTIVADO","maiz suave"
"701",-78.6318387886328,-2.73238321709605,"tomate de arbol","No Aplica","tomate de arbol"
"702",-78.4893917742408,-1.52277297358852,"tomate de arbol","PASTO CULTIVADO","tomate de arbol"
"703",-77.8976059300536,0.373352600103477,"tomate de arbol","GRANADILLA","tomate de arbol"
"704",-77.8652553517681,-0.280452920799661,"tomate de arbol","No Aplica","tomate de arbol"
"705",-78.4643327416459,-1.50766291857352,"tomate de arbol","No Aplica","tomate de arbol"
"706",-78.4102242196078,-1.33178437212727,"tomate de arbol","PASTO CULTIVADO","tomate de arbol"
"707",-77.8400208925624,-0.312413497781118,"tomate de arbol","No Aplica","tomate de arbol"
"708",-78.511659259195,-1.35059987220785,"tomate de arbol","OTROS CITRICOS","tomate de arbol"
"709",-78.6925331241646,-2.7651492241634,"tomate de arbol","No Aplica","tomate de arbol"
"710",-78.6546096376885,-2.71016226826175,"tomate de arbol","No Aplica","tomate de arbol"
"711",-78.5323102149892,-1.30687514733997,"tomate de arbol","PASTO DE CORTE (FORRAJE)","tomate de arbol"
"712",-77.7592203382809,-0.256626489909886,"tomate de arbol","No Aplica","tomate de arbol"
"713",-77.7997643388386,-0.366724458176907,"tomate de arbol","No Aplica","tomate de arbol"
"714",-77.8856470843211,0.373932049635966,"tomate de arbol","GRANADILLA","tomate de arbol"
"715",-78.667655479301,-2.83243552476169,"tomate de arbol","No Aplica","tomate de arbol"
"716",-77.9590613716343,0.367259772918041,"tomate de arbol","No Aplica","tomate de arbol"
"717",-77.8283985095009,-0.414726627013499,"tomate de arbol","No Aplica","tomate de arbol"
"718",-77.5566165091954,0.639336328792613,"tomate de arbol","No Aplica","tomate de arbol"
"719",-77.740701377135,-0.214380868922081,"tomate de arbol","No Aplica","tomate de arbol"
"720",-77.7577802449799,-0.167260949178359,"tomate de arbol","No Aplica","tomate de arbol"
"721",-77.8057980274108,-0.280966981788289,"tomate de arbol","No Aplica","tomate de arbol"
"722",-78.5379399950562,-1.24746780194702,"tomate de arbol","MAIZ SUAVE","tomate de arbol"
"723",-78.5241822182538,-1.30862525750375,"tomate de arbol","PASTO DE CORTE (FORRAJE)","tomate de arbol"
"724",-77.9255836516871,0.305643429347229,"tomate de arbol","No Aplica","tomate de arbol"
"725",-78.4128195287298,-1.41678614621662,"tomate de arbol","MORA","tomate de arbol"
"726",-78.6381795188378,-2.72628869780756,"tomate de arbol","MAIZ SUAVE","tomate de arbol"
"727",-78.698493152157,-2.76828813557487,"tomate de arbol","No Aplica","tomate de arbol"
"728",-77.5464328104469,0.468322685609112,"tomate de arbol","No Aplica","tomate de arbol"
"729",-77.7666115840216,-0.266720435844571,"tomate de arbol","No Aplica","tomate de arbol"
"730",-78.4921816079409,-1.34060300884303,"tomate de arbol","PASTO CULTIVADO","tomate de arbol"
"731",-78.4775464207799,-1.32768709406636,"tomate de arbol","EUCALIPTO","tomate de arbol"
"732",-77.8199460170117,-0.338273929086003,"tomate de arbol","No Aplica","tomate de arbol"
"733",-78.4949574465888,-1.33729645214405,"tomate de arbol","No Aplica","tomate de arbol"
"734",-78.4909265568514,-1.27711986884635,"tomate de arbol","MAIZ SUAVE","tomate de arbol"
"735",-78.5812208381352,-1.34976638273207,"tomate de arbol","PASTO DE CORTE (FORRAJE)","tomate de arbol"
"736",-78.4711490851379,-1.41706100148717,"tomate de arbol","MAIZ SUAVE","tomate de arbol"
"737",-77.8979150885531,0.349968113803592,"tomate de arbol","No Aplica","tomate de arbol"
"738",-78.6611442140572,-2.71150758136281,"tomate de arbol","No Aplica","tomate de arbol"
"739",-77.7557682287919,-0.163052745319823,"tomate de arbol","No Aplica","tomate de arbol"
"740",-78.656795408643,-2.739026995096,"tomate de arbol","No Aplica","tomate de arbol"
"741",-77.9193085733304,0.305265840890768,"tomate de arbol","No Aplica","tomate de arbol"
"742",-78.6674685592956,-2.80488431923715,"tomate de arbol","No Aplica","tomate de arbol"
"743",-77.8255988862109,-0.379816584996953,"tomate de arbol","No Aplica","tomate de arbol"
"744",-79.1747654359219,-3.41410228605076,"tomate de arbol","No Aplica","tomate de arbol"
"745",-77.7797728096085,-0.392225256191099,"tomate de arbol","PASTO CULTIVADO","tomate de arbol"
"746",-78.695520902212,-2.75245234108794,"tomate de arbol","No Aplica","tomate de arbol"
"747",-78.4969274088935,-1.34757765143908,"tomate de arbol","No Aplica","tomate de arbol"
"748",-78.704547051646,-2.74867497718951,"tomate de arbol","No Aplica","tomate de arbol"
"749",-78.5172440043085,-1.33180756154551,"tomate de arbol","MANDARINA","tomate de arbol"
"750",-78.4705560315374,-1.33135780736646,"tomate de arbol","No Aplica","tomate de arbol"
"751",-79.4378610907729,-0.490064216339509,"papaya","No Aplica","papaya"
"752",-79.3682222091955,-0.191708390319549,"papaya","No Aplica","papaya"
"753",-78.1777715054929,-2.60695294724603,"papaya","YUCA","papaya"
"754",-79.2531264193148,-0.605964551289468,"papaya","No Aplica","papaya"
"755",-79.3281620331289,-0.326612137310837,"papaya","No Aplica","papaya"
"756",-79.340154203306,-0.143580976954078,"papaya","No Aplica","papaya"
"757",-78.1984024075553,-2.63866033422488,"papaya","No Aplica","papaya"
"758",-79.3327906198817,-0.0192431307381618,"papaya","PASTO CULTIVADO","papaya"
"759",-79.3310173355343,-0.250490414217555,"papaya","No Aplica","papaya"
"760",-79.3892380346969,-0.159165228571022,"papaya","No Aplica","papaya"
"761",-77.1811085517351,-0.0748066445297144,"papaya","No Aplica","papaya"
"762",-79.3931510620806,-0.0885377113788654,"papaya","No Aplica","papaya"
"763",-79.2719884397332,-0.0929512957341528,"papaya","No Aplica","papaya"
"764",-79.4587838461471,-0.534670078575405,"papaya","No Aplica","papaya"
"765",-76.5641682232492,-0.205205326592074,"papaya","No Aplica","papaya"
"766",-79.2818241895195,-0.174704543445553,"papaya","No Aplica","papaya"
"767",-79.424943479083,-0.140319863325545,"papaya","No Aplica","papaya"
"768",-77.033699106094,-0.368801806467362,"papaya","No Aplica","papaya"
"769",-79.3341962502438,-0.136449009629374,"papaya","No Aplica","papaya"
"770",-77.9612606882879,-1.97346387230558,"papaya","No Aplica","papaya"
"771",-79.3090428317687,-0.209303495929783,"papaya","No Aplica","papaya"
"772",-79.2910784954559,-0.222989402896304,"papaya","PLATANO","papaya"
"773",-79.357826120869,-0.244563803220506,"papaya","No Aplica","papaya"
"774",-79.412598709212,-0.175209549481857,"papaya","CONDIMENTOS","papaya"
"775",-79.3217682962199,-0.144416611645027,"papaya","No Aplica","papaya"
"776",-78.1912881622792,-2.65044785783418,"papaya","YUCA","papaya"
"777",-79.3295142262742,-0.246825107516205,"papaya","ABACA","papaya"
"778",-79.709721670666,-1.77565190214843,"papaya","No Aplica","papaya"
"779",-79.3265678945847,-0.258632757805686,"papaya","No Aplica","papaya"
"780",-79.4482362033755,-0.521566702780208,"papaya","No Aplica","papaya"
"781",-79.7944017258088,-3.35953519090529,"papaya","No Aplica","papaya"
"782",-79.3766810471438,-0.28194966848437,"papaya","No Aplica","papaya"
"783",-78.1716292576716,-2.60835360826531,"papaya","No Aplica","papaya"
"784",-79.318323205322,-0.203796310623864,"papaya","CACAO","papaya"
"785",-76.5320620877228,0.0883199266226521,"papaya","No Aplica","papaya"
"786",-79.2487617505887,-0.183541874502732,"papaya","No Aplica","papaya"
"787",-79.3510003861494,-0.299113575470623,"papaya","No Aplica","papaya"
"788",-78.5419438288666,-3.43689830265771,"papaya","YUCA","papaya"
"789",-79.2918248805402,-0.0250619734707663,"papaya","No Aplica","papaya"
"790",-79.2740447754767,-0.00111185529194715,"papaya","No Aplica","papaya"
"791",-79.3924134237504,-0.0851139201886943,"papaya","No Aplica","papaya"
"792",-79.4365046211686,-0.482253622349816,"papaya","No Aplica","papaya"
"793",-77.0354551484996,-0.367143099370276,"papaya","No Aplica","papaya"
"794",-79.34717966026,-0.424652643222108,"papaya","No Aplica","papaya"
"795",-79.278820400961,-0.403757029793804,"papaya","No Aplica","papaya"
"796",-79.3276271603159,-0.250921317480623,"papaya","No Aplica","papaya"
"797",-77.0478592152204,-0.295949881214939,"papaya","MAIZ DURO","papaya"
"798",-79.311543614239,-0.334074914942127,"papaya","No Aplica","papaya"
"799",-79.3498469924747,-0.601222404990248,"papaya","No Aplica","papaya"
"800",-78.1676041096971,-2.60422168583841,"papaya","No Aplica","papaya"
"801",-79.389395212587,-2.43895705100032,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"802",-79.4183424624447,-2.35417608431637,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"803",-79.2536043880589,-3.27369915373783,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"804",-79.3748268217508,-2.44051781187341,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"805",-79.3723816679346,-2.38594059129113,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"806",-79.3347168159233,-2.40566852658887,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"807",-79.2567765438801,-3.27424556172691,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"808",-79.4157410124356,-2.33908048560462,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"809",-79.3657513711777,-2.41259442495132,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"810",-79.4147654157024,-2.35954902849634,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"811",-79.4345644664277,-2.47040414318678,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"812",-79.3073465529004,-2.40919742685311,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"813",-77.9507730627828,0.425836246100305,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"814",-79.4012543221393,-2.37564298775677,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"815",-79.3534937931756,-2.51983828568631,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"816",-79.3196069350195,-2.39982450303709,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"817",-79.4320991036115,-2.43315575781932,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"818",-79.4044626907385,-2.40891964579117,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"819",-79.3349890801907,-2.48462716346972,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"820",-79.3134071703982,-2.40930907783376,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"821",-79.4235187275327,-2.45647181266582,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"822",-79.4133033378593,-2.34977358365799,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"823",-79.4236572927413,-2.41896012701182,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"824",-79.3156563801104,-2.42801413880374,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"825",-79.3658641377748,-2.36530198385242,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"826",-77.9363680740414,0.406703279290058,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"827",-79.4037219391217,-2.4957025199168,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"828",-79.2568464832271,-3.26057266795739,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"829",-77.9392625027549,0.407710721002912,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"830",-77.9479510005976,0.430096046079848,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"831",-79.4121873044438,-2.34109692271538,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"832",-79.4032876543105,-2.3452853839402,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"833",-79.3760003737463,-2.37659068731666,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"834",-79.4765104192517,-2.49664007177289,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"835",-79.2863603376086,-3.26057181188949,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"836",-79.3089647722704,-2.4037423680697,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"837",-77.930864676757,0.396964279685522,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"838",-79.3705079165596,-2.40969065903761,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"839",-79.4033439517739,-2.49094735366675,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"840",-79.4286889918425,-2.36510653145263,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"841",-79.2723832971032,-3.28058799185889,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"842",-77.9271633878193,0.395336605784606,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"843",-79.2689055376045,-3.25885895932031,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"844",-79.4104302389613,-2.49464936015041,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"845",-79.4120752923488,-2.37515031365534,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"846",-79.3866163606868,-2.49011348136572,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"847",-77.9335567006341,0.409767473327764,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"848",-79.3746692750808,-2.41641226947135,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"849",-79.3786222749188,-2.44412595711883,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"850",-77.9618758104749,0.414003634262737,"cana de azucar industrial","No Aplica","cana de azucar industrial"
"851",-79.7667527511396,-1.77881241377537,"arroz","No Aplica","arroz"
"852",-79.7253152377179,-1.67076994760338,"arroz","No Aplica","arroz"
"853",-79.6309186268031,-1.67741414931804,"arroz","No Aplica","arroz"
"854",-79.3472320365871,-1.05371596847674,"arroz","No Aplica","arroz"
"855",-77.0287939618105,-0.685456286931223,"arroz","No Aplica","arroz"
"856",-79.3610830258132,-1.29554275967025,"arroz","No Aplica","arroz"
"857",-79.3869276514157,-1.27579352253102,"arroz","No Aplica","arroz"
"858",-79.6941499659347,-1.7208033248534,"arroz","No Aplica","arroz"
"859",-79.593405484307,-1.53450630735633,"arroz","No Aplica","arroz"
"860",-79.6663108808701,-1.75126943604396,"arroz","No Aplica","arroz"
"861",-79.8336465024679,-1.85457789890683,"arroz","No Aplica","arroz"
"862",-79.7702598359216,-1.33570816835069,"arroz","No Aplica","arroz"
"863",-79.33659393241,-1.28938007257545,"arroz","No Aplica","arroz"
"864",-79.8411442649228,-1.45362962270106,"arroz","No Aplica","arroz"
"865",-79.7240798238713,-1.30049521357031,"arroz","No Aplica","arroz"
"866",-76.8528601816497,-0.208259330029161,"arroz","No Aplica","arroz"
"867",-79.3635995547586,-1.26787829770477,"arroz","No Aplica","arroz"
"868",-79.6713336620758,-1.68060394808165,"arroz","No Aplica","arroz"
"869",-79.7084033550841,-1.69188780287228,"arroz","No Aplica","arroz"
"870",-79.6958805517308,-1.67535846946511,"arroz","No Aplica","arroz"
"871",-79.4089846325382,-1.29175378533155,"arroz","No Aplica","arroz"
"872",-79.8174340775982,-1.79516776040885,"arroz","No Aplica","arroz"
"873",-79.3916506901442,-1.23866251445877,"arroz","No Aplica","arroz"
"874",-79.6391454381832,-1.60863334976117,"arroz","No Aplica","arroz"
"875",-79.8005494629135,-1.80364802159515,"arroz","No Aplica","arroz"
"876",-79.6265451228064,-1.26517103380989,"arroz","No Aplica","arroz"
"877",-79.8342759509966,-1.81066288475797,"arroz","VEGETACION HERBACEA HUMEDA","arroz"
"878",-79.3943520806481,-1.25905833505374,"arroz","No Aplica","arroz"
"879",-79.8546679502301,-1.88343721464661,"arroz","No Aplica","arroz"
"880",-79.4000977515422,-1.28408360137619,"arroz","No Aplica","arroz"
"881",-79.6120403644267,-1.51515384831333,"arroz","No Aplica","arroz"
"882",-79.7262570999932,-1.34308048081477,"arroz","No Aplica","arroz"
"883",-79.7240658283612,-1.6224921817384,"arroz","No Aplica","arroz"
"884",-79.8037210595535,-1.80199817852626,"arroz","No Aplica","arroz"
"885",-79.3500166782908,-1.297310816501,"arroz","No Aplica","arroz"
"886",-79.9532356750539,-3.37281355765469,"arroz","No Aplica","arroz"
"887",-79.8022954292742,-1.36622655426237,"arroz","No Aplica","arroz"
"888",-79.3814766388775,-1.32480431534049,"arroz","No Aplica","arroz"
"889",-79.6498620606277,-1.58753174591744,"arroz","No Aplica","arroz"
"890",-79.6358600773765,-1.33012866606622,"arroz","No Aplica","arroz"
"891",-79.8093487593058,-1.44926708350778,"arroz","No Aplica","arroz"
"892",-79.8003950691429,-1.86029112603898,"arroz","No Aplica","arroz"
"893",-79.3758434417215,-1.30331891526195,"arroz","No Aplica","arroz"
"894",-79.8585191478983,-1.85611720559199,"arroz","No Aplica","arroz"
"895",-79.6383611985399,-1.70862103894933,"arroz","No Aplica","arroz"
"896",-79.8338245580535,-1.84614321028711,"arroz","No Aplica","arroz"
"897",-79.7193547066821,-1.78287629970964,"arroz","No Aplica","arroz"
"898",-79.7492113295617,-1.8371852697548,"arroz","VEGETACION HERBACEA HUMEDA","arroz"
"899",-79.3208677973584,-0.961693769885629,"arroz","No Aplica","arroz"
"900",-79.649906901204,-1.60549671715994,"arroz","No Aplica","arroz"
"901",-77.9433930672075,0.421430475358522,"frejol","No Aplica","frejol"
"902",-78.9797205641904,-2.01654530860237,"frejol","MAIZ SUAVE","frejol"
"903",-79.0302490285652,-1.16706944820687,"frejol","No Aplica","frejol"
"904",-77.960717926078,0.396798971330497,"frejol","ARVEJA","frejol"
"905",-78.977650164281,-2.10432725048102,"frejol","No Aplica","frejol"
"906",-79.0105527514996,-1.30646635048583,"frejol","No Aplica","frejol"
"907",-78.9685738262156,-1.92489948915785,"frejol","No Aplica","frejol"
"908",-79.017956875339,-1.21636829288189,"frejol","No Aplica","frejol"
"909",-79.000097910202,-2.05553118962828,"frejol","No Aplica","frejol"
"910",-79.0218721871013,-1.17434711053809,"frejol","No Aplica","frejol"
"911",-79.0349010603956,-1.23553622768975,"frejol","PASTO CULTIVADO","frejol"
"912",-77.942421728804,0.38846924410259,"frejol","OTRAS FRUTAS","frejol"
"913",-77.917422064362,0.343308229614966,"frejol","No Aplica","frejol"
"914",-79.0101786787781,-1.2476943824668,"frejol","No Aplica","frejol"
"915",-79.0181842206468,-1.22879084252159,"frejol","No Aplica","frejol"
"916",-78.976589072787,-1.95101549023583,"frejol","MAIZ SUAVE","frejol"
"917",-78.9469002499688,-1.96982404420779,"frejol","MAIZ SUAVE","frejol"
"918",-77.9315608701505,0.414299023632753,"frejol","No Aplica","frejol"
"919",-78.9643960827669,-1.97529087644929,"frejol","PASTO CULTIVADO","frejol"
"920",-79.0260652190887,-1.18797231343357,"frejol","No Aplica","frejol"
"921",-79.4009265613308,-3.30275942458956,"frejol","No Aplica","frejol"
"922",-78.9744947015345,-1.96536770948555,"frejol","MAIZ SUAVE","frejol"
"923",-79.0515259201427,-1.20930399274578,"frejol","No Aplica","frejol"
"924",-78.9175510957623,-2.02901408778069,"frejol","No Aplica","frejol"
"925",-78.9757584112297,-2.13269365097222,"frejol","No Aplica","frejol"
"926",-77.9344400894901,0.413752012413212,"frejol","MANDARINA","frejol"
"927",-77.9201817578009,0.353740450770547,"frejol","No Aplica","frejol"
"928",-78.9988300078714,-2.05963106513308,"frejol","No Aplica","frejol"
